Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,InvestmentType,Amount in USD,Year
445,2017-12-12,i can stay,technology,hotel aggregator platform,new delhi,ht media,private equity,1800000.0,2017
446,2017-12-12,fracktal works,technology,platform based on 3d printing and digital manufacturing,bengaluru,hyderabad angels,seed/angel funding,1725000.0,2017
447,2017-12-12,simility,technology,adaptive fraud intelligence platform,hyderabad,accel partners,private equity,17500000.0,2017
448,2017-12-12,shopholix,e-commerce,fashion and lifestyle coupon platform,gurugram,munesh khanna,seed/angel funding,233000.0,2017
449,2015-01-01,mindtickle,technology,gamification platform to train sales people,pune,canaan partners,private equity,27000000.0,2015
450,2015-01-01,nazara technologies,technology,mobile games development firm,mumbai,rakesh jhunjhunwala,private equity,27000000.0,2015
451,2015-01-01,docsapp,technology,mobile application for doctor consultation,bengaluru,bessemer venture partners,private equity,7200000.0,2015
452,2015-01-01,capita world,technology,artificial intelligence platform to raise funds,mumbai,"mohan tanksale, kiran shetty, darshak shah, mandar mhatre",private equity,1725000.0,2015
453,2015-01-01,tea box,e-commerce,fresh indian tea selling platform across 112 countries,bengaluru,rb investments,private equity,7000000.0,2015
454,2015-01-01,transversal technologies,technology,hyperlocal video information sharing platform,bengaluru,matrix partners,private equity,6000000.0,2015
455,2015-01-01,curofy,technology,mobile app for network of doctors,gurugram,roundglass partners llc,seed/angel funding,250000.0,2015
456,2015-01-01,homelane,e-commerce,online furniture marketplace,bengaluru,"accel partners, sequoia capital, rb investments",private equity,10000000.0,2015
457,2015-01-01,wedosky,technology,provides business insights using drone imaginary,new delhi,mumbai angels network,private equity,1725000.0,2015
458,2015-01-01,purplle,e-commerce,beauty products online marketplace,mumbai,"mountain pain capital, suncoast investments",seed/angel funding,537000.0,2015
459,2015-01-01,cash suvidha,e-commerce,online micro-lending platform,new delhi,Undisclosed,debt funding,2700000.0,2015
460,2015-01-01,sky met weather,technology,weather forecast platform,new delhi,insuresillience investment fund,private equity,1725000.0,2015
461,2015-01-01,springboard,technology,online courses and mentoring from experts,bengaluru,"costanoa, learn capital, jyoti bansal",private equity,9500000.0,2015
462,2015-01-01,peel works,technology,saas based big data analytics platform,mumbai,unilever ventures,private equity,1725000.0,2015
463,2015-01-01,9stacks,technology,online poker platform,new delhi,"swati gupta, purnima khandelwal, maheshwar peri, sanjay singh",private equity,1500000.0,2015
464,2015-01-01,your quote,technology,vernacular and video content platform,bengaluru,"axilor ventures, e-city ventures atul goel",private equity,1000000.0,2015
465,2015-01-01,spandana sphoorty,finance,micro finance institution providing small ticket unsecured loans to women,hyderabad,"""kedaraa capital, ontario teachers\\'""",private equity,19500000.0,2015
466,2015-01-01,indus os,technology,regional operating system for smartphones,mumbai,omidyar network,private equity,4000000.0,2015
467,2015-01-01,easyecom,e-commerce,ecommerce enabler platform,bengaluru,"ambarish gupta, aneesh reddy, bold ventures, vona investments",seed/angel funding,150000.0,2015
468,2015-01-01,igp.com,e-commerce,online gifting platform,uttar pradesh,venture catalysts,private equity,1725000.0,2015
469,2015-01-01,specsmakers,e-commerce,online spects platform for men and women,chennai,eight roads ventures india,private equity,10000000.0,2015
470,2015-01-01,garage on road,e-commerce,online vehicle service booking platform,new delhi,gaurav gupta,private equity,1725000.0,2015
471,2015-01-01,foyr.com,technology,realty tech startup solving real life interior designing problems,hyderabad,jones lang lasalle,private equity,3800000.0,2015
472,2017-02-11,prest loans,finance,business & sme loans provider,new delhi,"manish poddar, arun garg, parmeshwar sharma",seed funding,570000.0,2017
473,2017-02-11,aadharapi.com,technology,aadhaar-based api provider,pune,cio angel network,seed funding,1725000.0,2017
474,2017-02-11,freshboxx,ecommerce,online grocery store,bengaluru,jayant humbarwadi,seed funding,1725000.0,2017
475,2017-03-11,vagupu,technology,online tutorial marketplace,bengaluru,undisclosed investors,seed funding,1000000.0,2017
476,2017-03-11,halaplay,consumer internet,online fantasy games,mumbai,"kae capital management, nazara technologies",seed funding,1725000.0,2017
477,2017-03-11,kalpnik technologies,technology,vr based spiritual platform,bengaluru,venture catalysts,seed funding,500000.0,2017
478,2017-04-11,hevo data,technology,real time data analytics & reporting,bengaluru,idg ventures india,private equity,1000000.0,2017
479,2017-06-11,smart karma,technology,financial technology research platform,bengaluru,idg ventures india,private equity,1725000.0,2017
480,2017-06-11,leverage edu,ecommerce,online platform for higher education services,new delhi,"alok mittal, deepak jain, ritesh malik, jim schimdktke",seed funding,1725000.0,2017
481,2017-07-11,crayon data,technology,customer engagement platform,new delhi,infosys co-founder kris gopalakrishnan,seed funding,1725000.0,2017
482,2017-07-11,doctalk,technology,doctor patient communication platform,mumbai,"matrix partners india, khosla ventures",private equity,5000000.0,2017
483,2017-07-11,coveiot,technology,wearable tech and internet of things platform,bengaluru,"titan co ltd, tata group\\xe2\\x80\\x99s watch and jewellery retailing firm",private equity,5000000.0,2017
484,2017-08-11,talentedge,technology,distance education learning platform,bengaluru,lumis partners,private equity,7600000.0,2017
485,2017-08-11,fisdom,finance,mutual fund investment app,bengaluru,quona capital management,private equity,3000000.0,2017
486,2017-08-11,farmlink,ecommerce,online platform for agricultural products,mumbai,"pioneering ventures, syngenta ag",private equity,3000000.0,2017
487,2017-08-11,openapp,technology,iot based tech startup,bengaluru,"axilor ventures, kumar vembu",private equity,3600000.0,2017
488,2017-09-11,nopaperforms,technology,enrolment management platform,new delhi,info edge,seed funding,872000.0,2017
489,2017-09-11,tilite technologies pvt. ltd,technology,saas based corporate travel management solution,bengaluru,matrix partners,seed funding,1725000.0,2017
490,2017-09-11,mobiliz ar,technology,augmented reality based tech platform,bengaluru,"idg ventures, idfc-parampara fund",private equity,1725000.0,2017
491,2017-10-11,qubole,technology,big data based analytics platform,bengaluru,"singtel, innov8, harmony partners",private equity,25000000.0,2017
492,2017-10-11,happily unmarried,ecommerce,online gifting platform,new delhi,wipro consumer care,private equity,1725000.0,2017
493,2015-01-01,universal sportsbiz pvt. ltd,ecommerce,celebrity fashion accessories and merchandise,mumbai,accel partners,privateequity,15000000.0,2015
494,2015-01-01,hungry foal,ecommerce,healthy & nutrition based snacks online platform,gurugram,gail india ltd,seed funding,1725000.0,2015
495,2015-01-01,active ai,technology,ai based fintech platform,bengaluru,vertex ventures,private equity,8250000.0,2015
496,2015-01-01,sumeru,technology,banking software license platform,bengaluru,undisclosed investors,seed funding,900000.0,2015
497,2015-01-01,elderaid wellness,health care,social healthcare enterprise,bengaluru,rugmini menon,angel funding,1725000.0,2015
498,2015-01-01,omnia information,technology,wifi analytics platform,new delhi,omidyar network,private equity,3000000.0,2015
499,2015-01-01,josh talks,inspiration,storytelling platform,gurugram,"girish mathrubootham, apurva chamaria, rohit chanana",private equity,1725000.0,2015
500,2015-01-01,reniso,technology,end-to-end property management for landlords living away,new delhi,"nishit sharma, alok srivastava",seed funding,1725000.0,2015
501,2015-01-01,kanhaiya,inspiration,storytelling platform,hyderabad,undisclosed investors,seed/angel funding,200000.0,2015
502,2015-01-01,perspectico,technology,placement preparation and career growth training platform,new delhi,"sscbs innovation, incubation foundation (siif)",seed/angel funding,1725000.0,2015
503,2015-01-01,onn bikes,technology,self riding bike rental program,mumbai,z nation lab,seed/angel funding,692000.0,2015
504,2015-01-01,rapido,technology,bike and taxi pooling online platform,hyderabad,"skycatcher fund, aravind sanka",seed/angel funding,329230.0,2015
505,2015-01-01,heckyl,technology,big data analytics platform,mumbai,"notion capital, idg ventures",private equity,2700000.0,2015
506,2015-01-01,nuvepro,technology,managed cloud environment solutions,mumbai,1crowd,seed/angel funding,400000.0,2015
507,2015-01-01,redbook,technology,ai based pharmacy drugs insights platform,mumbai,"vida ventures, dr. aniruddha malpani",seed/angel funding,250000.0,2015
508,2015-01-01,portea,healthcare,healthcare facilities at doorstep,bengaluru,"sabre partners, memg cdc",private equity,26000000.0,2015
509,2015-01-01,credit mate,technology,vehicle loan approval platform,mumbai,paytm,private equity,1725000.0,2015
510,2015-01-01,epiq capital,finance,tech based investor firm,mumbai,global institutional investors,private equity,200000000.0,2015
511,2015-01-01,mistay,technology,online hotel reservation platform,bengaluru,axilor ventures,seed/angel funding,1725000.0,2015
512,2015-01-01,wittyfeed,storytelling,viral content and storytelling platform,indore,sandeep aggarwal,seed/angel funding,1725000.0,2015
513,2015-01-01,idg ventures,finance,venture capitalist,bengaluru,uniliver ventures,private equity,10000000.0,2015
514,2015-01-01,tempgo,technology,iot and saas based transportation platform,goa,javelin startupo victory fund,seed/angel funding,250000.0,2015
515,2015-01-01,edelweiss,finance,diversified financial,mumbai,undisclosed investors,private equity,270000000.0,2015
516,2015-01-01,era,technology,identity management platform,mumbai,amit patni,seed/angel funding,39000.0,2015
517,2015-01-01,smaaash,technology,virtual reality based gaming platform,mumbai,sixth sense ventures,private equity,3800000.0,2015
518,2015-01-01,chumbak,lifestyle,designer-led consumer products,bengaluru,gaja capital,private equity,13000000.0,2015
519,2015-01-01,fr8,technology,online truck aggregator platform,chennai,ifmr capital,debt funding,1500000.0,2015
520,2015-01-01,mobiefit,healthcare,health and fitness based mobile app,goa,"nb ventures, mediassist",seed/angel funding,1350000.0,2015
521,2015-01-01,stanza living,technology,student accommodation platform,new delhi,"matrix partners, accel",private equity,2000000.0,2015
522,2017-03-10,chqbook,consumer internet,home loans aggregation platform,gurugram,"startup buddy, apurva chamaria,sachin arora, bharat gupta, amit manocha",seed funding,1725000.0,2017
523,2017-03-10,homecapital,consumer internet,home loan down payment assistance program,mumbai,venture catalysts,seed funding,1725000.0,2017
524,2017-03-10,ola cabs,consumer internet,app based cab hailing services,bengaluru,"tencent, softbank group",private equity,110000000.0,2017
525,2017-04-10,elanic,consumer internet,p2p platform for fashion sales,bengaluru,digital garage,seed funding,1725000.0,2017
526,2017-04-10,collpoll,consumer internet,education collaboration platform,bengaluru,sprout angels,seed funding,306000.0,2017
527,2017-04-10,phonepe,consumer internet,digital wallet,bengaluru,flipkart,private equity,38700000.0,2017
528,2017-05-10,little black book,consumer internet,local recommendations and discoveries platform,new delhi,"blume ventures, idg ventures & indian angel network",private equity,1000000.0,2017
529,2017-05-10,oorjan,technology,rooftop solar platform,mumbai,globevestor,seed funding,450000.0,2017
530,2017-05-10,zefo,ecommerce,ecommerce portal for used goods,bengaluru,"sequoia india, helion venture partners, beenext",private equity,9200000.0,2017
531,2017-06-10,yaantra,ecommerce,mobile repair and refurbishment platform,new delhi,carpediem capital,private equity,3100000.0,2017
532,2017-06-10,farm taaza,technology,fresh produce scm company,bengaluru,"epsilon venture partners, tara india fund iv and others",private equity,8000000.0,2017
533,2017-06-10,drivezy,consumer internet,self drive car and bike rental platform,bengaluru,"das capital, axan partners, das capital and it farm",private equity,10000000.0,2017
534,2017-06-10,slice pay,consumer internet,student micro-financing platform,bengaluru,"das capital, simile ventures",private equity,2000000.0,2017
535,2017-09-10,agrowave,technology,agriculture supply chain management solutions,gurugram,daffodil software,seed funding,1725000.0,2017
536,2017-09-10,mygubbi,ecommerce,home interior designing seller,bengaluru,"firoze irani, vipul parekh, ananda kallugadde, rajesh k murthy",private equity,2700000.0,2017
537,2017-09-10,ibsfintech,technology,treasury risk management solution,bengaluru,shailesh haribhakti,seed funding,1725000.0,2017
538,2017-09-10,letsservice,consumer internet,auto service logistics & saas platform,bengaluru,aequs group,private equity,1725000.0,2017
539,2017-09-10,onestepup,technology,education technology platform,new delhi,orient blackswan,seed funding,336000.0,2017
540,2017-09-10,thirdwatch,technology,ai-powered anti-fraud solutions,gurugram,"rahul agarwalla, keshav sanghi, batlivala & karani securities",seed funding,1725000.0,2017
541,2017-10-10,parallel dots,technology,ai-powered deep learning solutions,gurugram,"multipoint capital,",private equity,1400000.0,2017
542,2017-10-10,easy diner,consumer internet,online restaurant reservation platform,gurugram,saama capital and dsg consumer partners,private equity,4500000.0,2017
543,2017-11-10,meesho,ecommerce,online reseller network,bengaluru,"saif partners, ycombinator, venture highway",private equity,3100000.0,2017
544,2017-11-10,stanplus,logistics,medical transportation services,hyderabad,kstart capital,private equity,1100000.0,2017
545,2017-12-10,uclid,technology,"education network for institutions, teachers & students",hyderabad,undisclosed investors,seed funding,235000.0,2017
546,2015-01-01,policy bazaar,consumer internet,online insurance policy aggregator,gurugram,"wellington management, dg ventures india, true north",private equity,77000000.0,2015
547,2015-01-01,gapoon,consumer internet,home maintenance services platform,bengaluru,"vida ventures, snehal mantri, anshu bahadur",seed funding,250000.0,2015
548,2015-01-01,chaayos,ecommerce,online chai ordering platform,gurugram,tiger global management,private equity,2000000.0,2015
549,2015-01-01,krazybee,consumer internet,micro-lending platform,bengaluru,"xiaomi technologies, shunwei capital",private equity,8000000.0,2015
550,2015-01-01,renew buy,consumer internet,online insurance aggregator,new delhi,amicus capital,private equity,9200000.0,2015
551,2015-01-01,fingerlix,consumer internet,food ordering portal,bengaluru,"accel partners, zephyr peacock",private equity,7000000.0,2015
552,2015-01-01,bank bazaar,consumer internet,online financial marketplace,chennai,experian,private equity,7000000.0,2015
553,2015-01-01,hasura,technology,app building platform,chennai,"nexus, gree ventures",private equity,1725000.0,2015
554,2015-01-01,blackbuck,logistics,b2b logistics provider,bengaluru,innoven capital,private equity,7700000.0,2015
555,2015-01-01,lenden club,consumer internet,online peer-to-peer lending platform,mumbai,undisclosed investor,seed funding,500000.0,2015
556,2015-01-01,toppr,consumer internet,mobile based learning app,mumbai,"saif partners, helion ventures, fil capital management",private equity,7000000.0,2015
557,2015-01-01,raw pressery,food & beverage,cold pressed juice maker,mumbai,"dsg consumer partners, sequoia capital, saama capital",private equity,6000000.0,2015
558,2015-01-01,cashe,consumer internet,app-only lending platform,mumbai,ifmr capital,debt funding,3100000.0,2015
559,2015-01-01,park easy,consumer internet,machine learning based parking discovery,kolkata,rockstart accelerator,seed funding,118000.0,2015
560,2015-01-01,tagbox,technology,cold chain monitoring solution,bengaluru,"indian angel network, ian fund",seed funding,1725000.0,2015
561,2015-01-01,fyre,food & beverage,herbal energy shot maker,mumbai,venture catalysts,seed funding,500000.0,2015
562,2015-01-01,ziploan,consumer internet,sme lending platform,new delhi,"matrix partners india, waterbridge ventures, whiteboard capital, sarbvir singh",private equity,3000000.0,2015
563,2015-01-01,skillenza,consumer internet,online learning platform,bengaluru,"blume ventures, indian angel network",seed funding,722000.0,2015
564,2015-01-01,chevon,food & beverage,frozen meat provider,mumbai,greenfield advisory,private equity,1725000.0,2015
565,2015-01-01,propstory,consumer internet,real estate content portal,gurugram,"abhishek bhatewara, vivek shah, haitong securities, suraj saharan, paras arora",seed funding,1725000.0,2015
566,2015-01-01,spotdraft,consumer internet,contract automation,gurugram,"hunch ventures, spiral ventures, 500 startups, singapore angel network, citrus payments",seed funding,550000.0,2015
567,2015-01-01,big basket,ecommerce,online grocery portal,bengaluru,helion ventures partners,private equity,5000000.0,2015
568,2015-01-01,ofbusiness,technology,b2b finance & fulfilment network,gurugram,kotak mahindra bank,debt funding,3800000.0,2015
569,2015-01-01,olly credit,technology,credit + payment mobile app,new delhi,"incubate fund, sandesh kirkire, anand kumar, yogesh chaudhary",seed funding,1725000.0,2015
570,2015-01-01,cashfree,technology,payments platform for marketplaces and fintechs,new delhi,y combinator,seed funding,120000.0,2015
571,2015-01-01,ola cabs,consumer internet,app based cab hailing services,bengaluru,ani technologies pvt. ltd,private equity,7700000.0,2015
572,2015-01-01,goldfarm,food & beverage,agriculture technology,coimbatore,mahindra & mahindra and infuse ventures,private equity,2000000.0,2015
573,2015-01-01,netmeds,ecommerce,online pharmacy,chennai,tanncam investment & sistema asia fund,private equity,14000000.0,2015
574,2015-01-01,mse,finance,equity stock exchange,mumbai,"il&fs, trust capital, rosy blue securities, radhakrishan damani and rakesh jhunjhunwala",private equity,32000000.0,2015
575,2017-01-09,aahaa stores,ecommece,online b2b store for office supplies,chennai,yournest angel fund,private equity,1000000.0,2017
576,2017-01-09,mfine,consumer internet,online doctor discovery platform,bengaluru,"stellaris venture partners, mayur abhaya, rohit ma",private equity,1500000.0,2017
577,2017-01-09,canvera,consumer internet,online photography platform,mumbai,infoedge,private equity,1300000.0,2017
578,2017-04-09,primaryio,technology,application performance acceleration,pune,"accel partners, exfinity ventures, partech ventures",private equity,5600000.0,2017
579,2017-05-09,shubh loans,consumer internet,online lending platform,bengaluru,"sri capital, beenext, pravega ventures",private equity,1500000.0,2017
580,2017-05-09,nest education,technology,edutech platform,gurugram,"michael and susan dell foundation, anand mahindra",seed funding,600000.0,2017
581,2017-06-09,lending kart,consumer internet,online lending platform,ahmedabad,"bertelsmann india, mayfield capital, saama capital, darrin capital",private equity,10750000.0,2017
582,2017-06-09,gofro,consumer internet,online travel booking platform,new delhi,"his co. ltd, makemytrip",private equity,10000000.0,2017
583,2017-06-09,oncostem,healthcare,medical diagnostic solutions,bengaluru,"sequoia capital india, artiman ventures",private equity,6000000.0,2017
584,2017-06-09,power2sme,ecommerce,buying club for small businesses,gurugram,"international finance corporation (ifc), inventus capital partners, accel partners, kalaari capital, and nandan nilekani,",private equity,26000000.0,2017
585,2017-07-09,credit vidya,consumer internet,online credit scoring platform,mumbai,matrix partners,private equity,5000000.0,2017
586,2017-07-09,tails life,consumer internet,pet care portal & mobile app,bengaluru,v balakrishnan.,private equity,1725000.0,2017
587,2017-07-09,oyo rooms,consumer internet,branded budget hotels marketplace,gurugram,"softbank group, sequoia capital india, lightspeed venture partners, greenoaks capital, hero enterprise",private equity,250000000.0,2017
588,2017-07-09,early salary,consumer internet,online unsecured lending platform,pune,ifmr capital,debt funding,780000.0,2017
589,2017-07-09,mamaearth,ecommerce,online babycare products marketplace,gurugram,fireside ventures,seed funding,1725000.0,2017
590,2017-07-09,seniority,ecommerce,ecommerce portal for senior citizens,pune,rpg enterprises,private equity,1000000.0,2017
591,2017-08-09,aye finance,consumer internet,micro lending platform,new delhi,"triodos investment management,",debt funding,6900000.0,2017
592,2017-08-09,farmizen,technology,agre-tech mobile app,bengaluru,"venture highway, alok mittal, mohit agarwal, anuj gupta,",seed funding,1725000.0,2017
593,2017-11-09,ecom express,logistics,logistics solutions provider,new delhi,warburg pincus,private equity,30000000.0,2017
594,2017-11-09,call health,consumer internet,healthcare services aggregator,hyderabad,"sachin tendulkar, p.v sindhu, pullela gopichand",private equity,6200000.0,2017
595,2017-12-09,sattviko,ecommerce,health food etailer,new delhi,"raman roy, arvind uppal, sonu bhasin, g ravishankar",seed funding,1725000.0,2017
596,2017-12-09,3hcare,consumer internet,healthcare services portal,new delhi,undisclosed investor,seed funding,100000.0,2017
597,2017-12-09,tonbo imaging,technology,imaging technology for armed forces,bengaluru,"wrv capital, qualcomm ventures, edelweiss private equity, artiman ventures",private equity,17000000.0,2017
598,2017-12-09,get my parking,consumer internet,smart parking enabler,new delhi,"ian fund, beenext, indian angel network",private equity,3000000.0,2017
599,2015-01-01,wittyfeed,technology,content marketing platform,indore,"anand chandrasekaran, apurva chamaria, ritesh malik, ashish toshniwal, ajeet khurana",seed funding,1725000.0,2015
600,2015-01-01,glowroad,consumer internet,women focussed customer-to-customer reseller network,bengaluru,"accel partners,",private equity,2000000.0,2015
601,2015-01-01,oyo rooms,consumer internet,udget hotel marketplace,gurugram,china lodging group,private equity,10000000.0,2015
602,2015-01-01,unacademy,consumer internet,online learning platform,mumbai,"sequoia capital india, saif partners, nexus venture partners and blume ventures,",private equity,11500000.0,2015
603,2015-01-01,heterogenous,technology,telecom & iot platform,chennai,"chennai angels, keiretsu forum & others",seed funding,780000.0,2015
604,2015-01-01,gurukul,consumer internet,co-working space provider,new delhi,"rohit nanda, rajit nanda, smarak bhuyan, sashwat brahma,",seed funding,1725000.0,2015
605,2015-01-01,smaaash,technology,virtual reality gaming and entertainment platform,mumbai,ecl finance,private equity,44000000.0,2015
606,2015-01-01,wheelstreet,consumer portal,bike rental platform,bengaluru,y combinator,seed funding,120000.0,2015
607,2015-01-01,xprep,consumer internet,online tutoring platform,new delhi,"rising stars, manish amin, pallav pandey, chavi jafa",private equity,1725000.0,2015
608,2015-01-01,the moms co,ecommerce,pregnancy & baby care product etailer,gurugram,"dsg consumer partners, saama capital",private equity,1000000.0,2015
609,2015-01-01,noticeboard,technology,"mobile-first communication platform for on-field staff,",bengaluru,"shamik sharma, aprameya radhakrishna",seed funding,1725000.0,2015
610,2015-01-01,high radius,technology,integrated receivables software solutions,hyderabad,susquehanna growth equity llc,private equity,50000000.0,2015
611,2015-01-01,hwell24 plus,healthcare,technology-empowered healthcare solutions,mumbai,undisclosed investors,seed funding,1725000.0,2015
612,2015-01-01,savebc,finance,financial services firm,gaya,incofin investment management.,private equity,6000000.0,2015
613,2015-01-01,gaming monk,consumer internet,e-sports platform,new delhi,advantedge,private equity,1725000.0,2015
614,2015-01-01,91springboard,consumer internet,co-working spaces,new delhi,"sandway investment ltd, pearl brook holdings, silo holdings and al nour",private equity,1725000.0,2015
615,2015-01-01,homergize,ecommerce,home furnishing & building material marketplace,bengaluru,lg chandrasekhar,private equity,1000000.0,2015
616,2015-01-01,yatra.com,ecommerce,online travel agency,gurugram,innoven capital india,debt funding,15400000.0,2015
617,2015-01-01,ace turtle,technology,omni-channel web commerce solutions provider,bengaluru,innoven capital,private equity,1725000.0,2015
618,2015-01-01,vogo,consumer internet,scooter rental platform,bengaluru,av thomas group,seed funding,1725000.0,2015
619,2015-01-01,synup,technology,sme marketing management solution,bengaluru,"vertex ventures, prime venture partners.",private equity,6000000.0,2015
620,2015-01-01,tinmen,consumer internet,food delivery platform,hyderabad,zomato media pvt. ltd,private equity,1725000.0,2015
621,2015-01-01,cropin,technology,crop technology solutions,bengaluru,beenext,private equity,1725000.0,2015
622,2015-01-01,rapido,consumer internet,bike aggregator mobile app,bengaluru,battery road digital holdings llc,seed funding,422000.0,2015
623,2015-01-01,sportobuddy,consumer internet,sports & sport related equipment portal,mumbai,mehul shah,seed funding,150000.0,2015
624,2015-01-01,credifiable,consumer internet,online consumer lending platform,bengaluru,kae capital,private equity,1725000.0,2015
625,2015-01-01,inclov,consumer internet,matchmaking app for the differently abled,gurugram,"rajan anandan, jamil khatri, ravi iyer, raghav bahl",seed funding,1725000.0,2015
626,2015-01-01,multibhashi,consumer internet,language learning mobile app,bengaluru,"aniruddha malpani, startup oasis",seed funding,1725000.0,2015
627,2015-01-01,transerve,technology,geospatial technology-based saas solutions,mumbai,"il&fs investment managers, omidyar network.",private equity,1600000.0,2015
628,2015-01-01,fashalot,consumer internet,o2o fashion discovery platform,gurugram,"capillary technologies, whiteboard capital, yournest angel fund, rajul garg",private equity,1725000.0,2015
629,2015-01-01,pitstop,consumer internet,car repair and servicing platform,bengaluru,"blume ventures, goldbell group, anurag srivastava, shailesh rao, amiya pathak, rajesh yohanan and rahul garg",private equity,1000000.0,2015
630,2015-01-01,gochoppers,consumer internet,luxury helicopter tourism services portal,gurugram,"rivergate capital,",seed funding,1725000.0,2015
631,2015-01-01,myupchar,consumer internet,local language health information portal,new delhi,letsventure,seed funding,300000.0,2015
632,2015-01-01,aadyah,technology,defense tech & aerospace startup,bengaluru,keiretsu forum,private equity,1000000.0,2015
633,2017-01-08,touchkin,technology,predictive care platform,bengaluru,kae capital,private equity,1300000.0,2017
634,2017-02-08,ethinos,technology,digital marketing agency,mumbai,triton investment advisors,private equity,1725000.0,2017
635,2017-02-08,leverage edu,consumer internet,online platform for higher education services,new delhi,"kashyap deorah, anand sankeshwar, deepak jain, sadashiva nt, arjun mehta, satish kaul, anindya ghose",seed funding,1725000.0,2017
636,2017-02-08,zepo,consumer internet,diy ecommerce platform,mumbai,"kunal shah, letsventure, anupam mittal, hetal sonpal",seed funding,500000.0,2017
637,2017-02-08,click2clinic,consumer internet,healthcare service aggregator,hyderabad,"narottam thudi, shireesh palle",seed funding,850000.0,2017
638,2017-03-08,speedbox,logistics,on-demand logistics service provider,mumbai,cismat cargo services pvt. ltd.,seed funding,300000.0,2017
639,2017-03-08,skill connect,consumer internet,recruitment portal,jaipur,rajasthan angel investor network,seed funding,1725000.0,2017
640,2017-03-08,chai point,consumer internet,tea delivery portal & offline stores,bengaluru,"dsg consumer partners, eight roads ventures india",private equity,1725000.0,2017
641,2017-03-08,zoctr,consumer internet,health products & services aggregator,mumbai,sidbi,private equity,1725000.0,2017
642,2017-04-08,lime tray,technology,restaurant management solutions,new delhi,jsw ventures,private equity,1725000.0,2017
643,2017-04-08,coutloot,ecommerce,fashion resale marketplace,mumbai,"anuj puri, redcliffe capital, artha india ventures, siddharth kothari, apoorv ranjan sharma,",seed funding,1725000.0,2017
644,2017-04-08,box my space,logistics,warehouse aggregator,mumbai,"r. jayakumar, vaibhav vohra, aditya vazirani, rhea vazirani, avn business solutions, dreamweaver investments",seed funding,1725000.0,2017
645,2017-05-08,curatio,healthcare,skincare speciality services,chennai,anicut capital,private equity,1725000.0,2017
646,2017-08-08,new castle technologies,technology,hospital management software,chennai,undisclosed investors,seed funding,243000.0,2017
647,2017-08-08,my forex eye,consumer internet,foreign exchange services,new delhi,"rahul dev kumar, rajesh mahajan, ankit sharma and others",seed funding,220000.0,2017
648,2017-09-08,truxapp,logistics,mobile based logistics service,new delhi,"venugopal dhoot, ajay bhatia, tarun khandelwal, ganpat singhvi, mandhian family & others",seed funding,3100000.0,2017
649,2017-09-08,crofarm,technology,agriculture supply chain solutions,gurugram,factor[e] ventures,seed funding,783000.0,2017
650,2017-09-08,doodhwala,consumer internet,online milk delivery,bengaluru,tom varkey,seed funding,1725000.0,2017
651,2017-10-08,stayabode,consumer internet,co-living space aggregator,bengaluru,"incubate fund, sanjay shenoy, mridul upreti,",private equity,1725000.0,2017
652,2017-11-08,flipkart,ecommerce,online marketplace,bengaluru,softbank,private equity,2500000000.0,2017
653,2017-11-08,moong labs,technology,mobile games developer,new delhi,nazara games,private equity,1725000.0,2017
654,2017-11-08,ola cabs,consumer internet,app based cab aggregation service,gurugram,tekne capital management,private equity,36000000.0,2017
655,2015-01-01,sports flashes,consumer internet,sports content mobile app,new delhi,"bennett, coleman and company ltd (bccl),",private equity,1725000.0,2015
656,2015-01-01,digilend,technology,personal loans & emi solutions platform,mumbai,"incred finance, fullerton india credit company ltd",seed funding,312000.0,2015
657,2015-01-01,knab finance,consumer internet,unsecured small business loans,bengaluru,"incred, krishnakumar natarajan, ravi bhardwaj",seed funding,385000.0,2015
658,2015-01-01,get simpl,consumer internet,payment solution mobile app,mumbai,"green visor capital lp ii, ia venture strategies fund ii lp, boillot family trust, russell m byrne, the oliver r. grace, jr. millennium trust, sf capital investments lp",seed funding,1725000.0,2015
659,2015-01-01,rootefy,ecommerce,building material online store,new delhi,"abhinav gupta,",seed funding,187000.0,2015
660,2015-01-01,uniphore,technology,speech recognition startup,chennai,idg ventures,private equity,6800000.0,2015
661,2015-01-01,cerebroz,consumer internet,e-tech platform,vadodara,undisclosed hni\\xe2\\x80\\x99s,seed funding,734000.0,2015
662,2015-01-01,flochat,consumer internet,instant messaging platform,mumbai,"isquare global,",seed funding,1725000.0,2015
663,2015-01-01,easygov,consumer internet,govt service application portal,new delhi,"social alpha, rajan anandan, rajeev ahuja, kshitij arora",seed funding,1725000.0,2015
664,2015-01-01,milk basket,consumer internet,online grocery platform,gurugram,blume ventures. lenovo capital and incubator group (lcig),seed funding,1725000.0,2015
665,2015-01-01,dhruva,technology,cloud data protection and management solutions,pune,"riverwood capital, sequoia capital india, nexus venture partners, tenaya capital",private equity,80000000.0,2015
666,2015-01-01,bombay shaving company,ecommerce,men grooming product etailer,new delhi,fireside ventures,private equity,2300000.0,2015
667,2015-01-01,awign,technology,operations and manpower outsourcing,bengaluru,"iit ropar, imanpreet singh arora, sidharth rozario, saurabh abichandani, shikhar gupta,",seed funding,1725000.0,2015
668,2015-01-01,indiez,technology,software & mobile app development platform,bengaluru,haresh chawla,seed funding,500000.0,2015
